0.	0.
0.01	0.00009262723667911533
0.02	0.0003687646345399072
0.03	0.0008257990389446494
0.04	0.001461116801599702
0.05	0.00227209832966799
0.06	0.0032561134090449526
0.07	0.004410517243551574
0.08	0.005732647155057594
0.09	0.007219819892617314
0.1	0.008869329501597783
0.11	0.010678445706521603
0.12	0.012644412763946898
0.13	0.014764448744178921
0.14	0.01703574520295989
0.15	0.019455467206527213
0.16	0.022020753675570923
0.17	0.024728718015667287
0.18	0.02757644900372193
0.19	0.03056101190182822
0.2	0.033679449771737986
0.21	0.036929350188925965
0.22	0.04030720165795624
0.23	0.04380994454847484
0.24	0.047434492373166603
0.25	0.0511777335132934
0.26	0.0550365331038228
0.27	0.059007735054448215
0.28	0.06308816418447719
0.29	0.06727462845116534
0.3	0.0715639212525985
0.31	0.07595426891457178
0.32	0.08044103939353109
0.33	0.08502088899973297
0.34	0.08969045270002172
0.35000000000000003	0.09444634668538426
0.36	0.09928517099870236
0.37	0.10420351220533396
0.38	0.1091979460905989
0.39	0.11426504036962318
0.4	0.11940135739629151
0.41000000000000003	0.12460559987679737
0.42	0.12987218132144007
0.43	0.13519751294090993
0.44	0.140577995666452
0.45	0.14601002309438835
0.46	0.1514899844108382
0.47000000000000003	0.15701426728571902
0.48	0.16257926072623874
0.49	0.16818135788113925
0.5	0.1738169587879423
0.51	0.1794847543416365
0.52	0.18517884050362496
0.53	0.19089549906504535
0.54	0.19663101780215256
0.55	0.2023816932843065
0.56	0.20814383360776917
0.5700000000000001	0.21391376105030183
0.58	0.2196878146422937
0.59	0.22546235265084535
0.6	0.23123375497386228
0.61	0.2369997784127617
0.62	0.24275545754247072
0.63	0.24849716138479147
0.64	0.2542212845918055
0.65	0.25992424959307103
0.66	0.2656025086462694
0.67	0.27125254579084435
0.68	0.27687087870455507
0.6900000000000001	0.2824540604632091
0.7000000000000001	0.28799868120414146
0.71	0.2935005384479898
0.72	0.2989571652236506
0.73	0.3043653255412632
0.74	0.3097218281960596
0.75	0.3150235278487974
0.76	0.32026732601985103
0.77	0.32545017199914816
0.78	0.33056906367423583
0.79	0.3356210482788285
0.8	0.3406032230642514
0.81	0.345508874267815
0.8200000000000001	0.3503392385008773
0.8300000000000001	0.35509181162883147
0.84	0.3597641480668463
0.85	0.36435386064240133
0.86	0.3688586204060172
0.87	0.37327615639307626
0.88	0.3776042553395617
0.89	0.3818407613544519
0.9	0.38598357555142193
0.91	0.3900238974439742
0.92	0.39396683726154413
0.93	0.39781088844606016
0.9400000000000001	0.4015546075230407
0.9500000000000001	0.40519661290270576
0.96	0.408735583673451
0.97	0.41217025838987154
0.98	0.41549943385740606
0.99	0.4187219639155165
1.	0.42183675822120287
1.01	0.42483436442708306
1.02	0.4277226666478089
1.03	0.43050125746327134
1.04	0.4331697869130766
1.05	0.43572796062830405
1.06	0.4381755379943767
1.07	0.4405123303459132
1.08	0.4427381991943138
1.09	0.4448530544887122
1.1	0.44685685291082033
1.11	0.44874137760108074
1.12	0.45051535337246024
1.1300000000000001	0.45217937369027383
1.1400000000000001	0.45373407605795274
1.1500000000000001	0.45518013994867995
1.16	0.4565182847919622
1.17	0.45774926801477517
1.18	0.4588738831368312
1.19	0.45989295791946266
1.2	0.460807352567544
1.21	0.46161160411620533
1.22	0.462313356013175
1.23	0.4629139446443601
1.24	0.4634147335505254
1.25	0.46381711154768324
1.26	0.4641224909095332
1.27	0.4643323056108113
1.28	0.46444800963036437
1.29	0.46447107531275955
1.3	0.4644029917872089
1.31	0.46424163654315703
1.32	0.463992371680389
1.33	0.4636569487506032
1.34	0.46323713041231157
1.35	0.4627346889630768
1.36	0.46215140492822004
1.37	0.4614890657045962
1.3800000000000001	0.46074946425800956
1.3900000000000001	0.4599343978728869
1.4000000000000001	0.4590456669528049
1.41	0.45808411784566044
1.42	0.4570525682901868
1.43	0.4559528793557285
1.44	0.45478691079410405
1.45	0.4535565200414398
1.46	0.4522635612643348
1.47	0.450909884449036
1.48	0.4494973345323424
1.49	0.44802775057295363
1.5	0.446502964962029
1.51	0.44492584639965477
1.52	0.44329710304161535
1.53	0.44161847978384466
1.54	0.43989171232401375
1.55	0.4381185265785312
1.56	0.43630063813039965
1.57	0.4344397517068921
1.58	0.43253756068603694
1.59	0.4305957466309347
1.6	0.42861597885093816
1.61	0.42660209646298747
1.62	0.4245534228660499
1.6300000000000001	0.4224714565801731
1.6400000000000001	0.4203576831248558
1.6500000000000001	0.4182135747474139
1.6600000000000001	0.416040590170518
1.67	0.41384017435818726
1.68	0.41161375829954744
1.69	0.40936275880966266
1.7	0.407088578346796
1.71	0.4047951855078684
1.72	0.4024812082288176
1.73	0.4001478496310891
1.74	0.39779629900420466
1.75	0.395427731738339
1.76	0.3930433092673665
1.77	0.39064417902191845
1.78	0.38823147439202255
1.79	0.3858063146989008
1.8	0.3833698051755219
1.81	0.38092552260250073
1.82	0.3784718983369953
1.83	0.3760098459777847
1.84	0.3735402662636102
1.85	0.3710640471227475
1.86	0.3685820637272346
1.87	0.3660951785515085
1.8800000000000001	0.36360424143520254
1.8900000000000001	0.3611100896498817
1.9000000000000001	0.3586135479694834
1.9100000000000001	0.35611756536048156
1.92	0.353620666651558
1.93	0.35112351140634235
1.94	0.34862674817336814
1.95	0.3461310145914157
1.96	0.3436369374960147
1.97	0.34114513302698357
1.98	0.3386562067364342
1.99	0.3361707536997843
2.	0.3336893586232943
2.0100000000000002	0.33121430159591503
2.02	0.32874433001752423
2.0300000000000002	0.32627989596138524
2.04	0.3238214425842604
2.05	0.3213694042493263
